id,name_uz,name_ru,name_en
8752,Samokatlar va aksessuarlar,Скутеры и аксессуары,Scooters and accessories
8768,Shtangalar uchun disklar va blinlar,Диски и блины для штанги,Barbell discs and plates
8774,Shtangalar,Штанги,Barbells
8770,Turniklar va brusyalar,Турники и поручни,Horizontal bars and handrails
8746,Changʻi roliklar uchun aksessuarlar,Аксессуары для роликовых коньков,Accessories for roller skates
8726,Turizm va ochiq havoda dam olish,Туризм и отдых на природе,Tourism and outdoor recreation
8709,"Tabiat qoʻynida dam olish, baliq ovi va ov","Отдых на природе, рыбалка и охота","Nature recreation, fishing, and hunting"
8744,Rolikli konkilar,Роликовые коньки,Roller skates
8766,Giri,Гири,Giri
8715,Baliq ovi,Рыбалка,Fishing
8772,Grif uchun qulflar,Замки для шеи,Locks for the neck
8764,Griflar,Стервятники,Vultures
8707,Puflama chanalar,Надувные санки,Inflatable sleds
8710,Ov va otish mashgʻulotlari,Уроки охоты и стрельбы,Hunting and shooting lessons
8701,Figurali va sayr uchun konki,Фигурные и роликовые коньки,Figure and roller skates
8699,Snoubord,Сноуборд,Snowboard
8694,"Serfing, vindserfing, suv chang'isi, kaytserfing","Серфинг, виндсерфинг, водные лыжи, кайтсерфинг","Surfing, windsurfing, water skiing, kitesurfing"
8669,Suv sporti va suvda dam olish,Водные виды спорта и отдых на воде,Water sports and water recreation
8696,Qishki sport,Зимние виды спорта,Winter sports
8677,Dayving,Дайвинг,Diving
8670,Akvafitness va suv polo,Аквафитнес и водное поло,Aquafitness and water polo
8705,Tog' chang'i dubulg'alari,Горнолыжные шлемы,Ski helmets
8703,Togʻ changʻilari,горные лыжи,Alpine skis
8697,Tog' chang'i niqoblar va ko'zoynaklar,Лыжные маски и очки,Ski masks and goggles
8604,Sport turlari,Спорт,Sports
8638,Sport gimnastikasi,Художественная гимнастика,Artistic gymnastics
8636,Sport atributkalari va aksessuarlar,Спортивное оборудование и аксессуары,Sports equipment and accessories
8641,Tennis va badminton,Теннис и бадминтон,Tennis and badminton
8648,Qilichbozlik,Ограждение,Fencing
8634,Regbi,Регби,Rugby
8656,Xokkey,хоккей,Hockey
8646,Og`ir atletika,Тяжелая атлетика,Weightlifting
8632,Golf,Гольф,Golf
8630,Gandbol,Гандбол,Handball
8661,Badiiy gimnastika va raqslar,Художественная гимнастика и танцы,Rhythmic gymnastics and dance
8598,Velosiped kosmetikasi va parvarish uchun mahsulotlari,Косметика и средства по уходу за велосипедом,Bicycle cosmetics and care products
8585,Velosiped qismlari,Детали велосипеда,Bicycle parts
8609,Yugurish,Бег,Running
8615,Beysbol,Бейсбол,Baseball
8596,Velosiped sumkalari va velosiped ko'zoynaklari,Велосипедные сумки и велосипедные очки,Bicycle bags and cycling glasses
8582,Quruq basseynlar uchun shariklar,Шары для сухих бассейнов,Balls for dry pools
8579,Hovuz uchun kimyo,Химия бассейна,Pool chemistry
8602,Velosport uchun ekipirovka,Велосипедное оборудование,Cycling equipment
8594,Velosport uchun aksessuarlar,Велосипедные аксессуары,Cycling accessories
8533,Darts,Дартс,Darts
8577,"Filtrlar, nasoslar va xlor generatorlari","Фильтры, насосы и генераторы хлора","Filters, pumps and chlorine generators"
8570,Hovuz jihozlari,Оборудование для бассейна,Pool equipment
8527,Faol hordiq turlari,Виды активного отдыха,Types of active recreation
8542,Skandinaviyacha yurish,скандинавская ходьба,Nordic walking
8544,Bouling,Боулинг,Bowling
8540,Kompressli bogʻlamlar va yenglari,Компрессионные бинты и рукава,Compression bandages and sleeves
8546,Batutlar,Батуты,Trampolines
8536,Faol dam olish uchun uskunalar,Оборудование для активного отдыха,Equipment for active recreation
8528,Bilyard,Бильярд,Billiards
8573,Suzish va suv oʻyinlari,Плавание и водные игры,Swimming and water games
8538,Sport o'yin stollari,Спортивные игровые столы,Sports game tables
10058,Oʻsimliklar uchun tayanchlar va bogʻichlar,Подпорки и подвязки для растений,Plant supports and ties
10098,fanerlar,фанера,plywood
10083,еееееееееееееееееее,ееееееееееееее,eeeeeeeeeeeeeeeeee
10071,Yotgan bemorlar uchun hojat tuvaklari,Туалетные чехлы для лежачих больных,Toilet covers for bedridden patients
10092,qurilish uchun sementlar,цементы для строительства,cements for construction
10082,3123123,3123123,3123123
10064,Yovvoyi oʻtlarga qarshi vositalar,Средства от сорняков,Weed killers
10067,Hassalar va qoʻltiq tayoqlar,Трости и костыли,Canes and crutches
10068,Hassalar va qoʻltiq tayoqlar,Трости и костыли,Canes and crutches
10080,test_category_mirzayev's_1,test_category_mirzayev's_1,test_category_mirzayev's_1
10100,pardoz uchun,для макияжа,for makeup
10096,devorlarni pardozlash uchun,для украшения стен,for decorating walls
10073,Zo'r SICHQONCHA,Отличная МЫШЬ,Excellent MOUSE
10099,oq shuvoq uchun,для белой полыни,for white wormwood
10050,Qorni tozalash,Уборка снега,Snow removal
10039,Urugʻlar va koʻchatlar,Семена и рассада,Seeds and seedlings
10053,Oʻgʻitlar va oʻsimliklar parvarishi,Удобрения и уход за растениями,Fertilizers and plant care
10070,Yotgan bemorlar uchun parvarishlash vositalari,Средства по уходу за лежачими больными,Care products for bedridden patients
10091,qurilish materiallari,строительные материалы,building materials
10079,Аптекаtest,Тест на фармацевтику,Pharmacy test
10060,Tuproq va oʻgʻit,Почва и удобрения,Soil and fertilizer
10062,Oʻsimliklarni zararkunandalar va kasalliklardan himoyalash,Защита растений от вредителей и болезней,Protecting plants from pests and diseases
10051,Qor kuraklari,Лопаты для уборки снега,Snow shovels
10054,Panalash materiali,Защитный материал,Shielding material
10056,Purkagichlar va aksessuarlar,Распылители и аксессуары,Sprayers and accessories
10032,Aravalar va tachkalar,Тележки и тележки,Carts and carts
10002,Bog' texnikasi uchun aksessuarlar va sarflov materiallari,Аксессуары и расходные материалы для садовой техники,Accessories and consumables for garden equipment
10004,Tuproqni kultivatsiya qilish,Обработка почвы,Soil cultivation
10018,Bogʻ uchun boshqa asboblar,Другие садовые инструменты,Other garden tools
10040,Qoʻziqorin urugʻlari,Семена грибов,Mushroom seeds
10029,Daraxtlar va butalarni kesish,Обрезка деревьев и кустарников,Pruning trees and shrubs
10006,Maydalagichlar va havo puflagichlar,Измельчители и воздуходувки,Grinders and air blowers
9998,Maysazor aeratsiyasi,Аэрация газона,Lawn aeration
10022,Bogʻ asboblari toʻplami,Набор садовых инструментов,Garden tool set
10046,Ko'chatlar,Саженцы,Seedlings
10009,Aksessuarlar va sarflov materiallari,Аксессуары и расходные материалы,Accessories and consumables
10044,Oʻsimliklarni oʻstirish uchun toʻplamlar,Наборы для выращивания растений,Plant growing kits
10008,Bogʻ asboblari,Садовый инвентарь,Garden tools
10048,Urugʻ oʻstirish moslamalari,Оборудование для проращивания семян,Seed germination equipment
10042,Urugʻlar,Семена,Seeds
10000,Daraxtlar va butalarni kesish,Обрезка деревьев и кустарников,Pruning trees and shrubs
9983,Quyoshdan himoya soyabonlari,Зонты от солнца,Sun protection umbrellas
9979,Bogʻ dekoratsiyasi,Украшение сада,Garden decoration
9976,Piknik uchun toʻplamlar,Наборы для пикника,Picnic sets
9974,Piknik uchun savatlar,Корзины для пикника,Picnic baskets
9970,Koʻmir,Уголь,Coal
9972,Shampurlar,Шампуры,Skewers
9996,Boshqa bogʻ texnikasi,Другое садовое оборудование,Other garden equipment
9981,Skameykalar,Скамейки,Benches
9985,Gamaki,Хамаки,Hamaki
9966,"Grillar, mangallar uchun sumkalar va gʻiloflar",Сумки и чехлы для грилей и барбекю,Bags and covers for grills and barbecues
9960,Gril tozalash choʻtkalari,Щетки для чистки гриля,Grill cleaning brushes
9992,Kultivatorlar va motobloklar,Культиваторы и мотоблоки,Cultivators and walk-behind tractors
9958,"Gril, barbekyu va dudlamalar","Грили, барбекю и коптильни","Grills, barbecues and smokehouses"
9949,"Piknik, barbekyu, grill","Пикник, барбекю, гриль","Picnic, barbecue, grill"
9964,Piknik uchun koʻrpa va yopinchiqlar,Одеяла и чехлы для пикника,Picnic blankets and covers
9962,Mangallar,Барбекю,Barbecues
9968,Barbekyu uchun anjomlar,Принадлежности для барбекю,Barbecue utensils
9936,Dekoratsiya uchun boshqa mahsulotlar,Другие товары для декора,Other products for decoration
9950,Gulhan uchun oʻchoqlar va oʻtinlar,Костровые ямы и дрова для костра,Fire pits and firewood for a bonfire
9954,Olov yoqish uchun vositalar,Инструменты для разведения огня,Tools for starting a fire
9928,Chivinlarga qarshi toʻrlar,Москитные сетки,Mosquito nets
9915,Badiiy adabiyot,Вымысел,Fiction
9908,Elektron audio kitoblar,Электронные аудиокниги,Electronic audio books
9930,"Biotualetlar, septiklar va aksessuarlar","Биотуалеты, септики и аксессуары","Biotoilets, septic tanks and accessories"
9918,Nobadiiy adabiyot,Документальная литература,Nonfiction
9942,Issiqxonalar va teplitsalar,Теплицы и парники,Greenhouses and hotbeds
9943,Mini issiqxonalar,Мини-теплицы,Mini greenhouses
9934,Bogʻ tunchiroqlari,Садовые ночные светильники,Garden night lights
9909,Bolalarga va ota-onalarga,Для детей и родителей,For children and parents
9927,Dacha va bogʻlarni dekorativ parvarishlash,Декоративный уход за дачами и садами,Decorative care of dachas and gardens
9911,Nobadiiy adabiyot,Документальная литература,Nonfiction
9947,Issiqxonalar va karkaslar,Теплицы и каркасы,Greenhouses and frames
9924,O'quv adabiyoti,Учебная литература,Educational literature
9940,Kompostlar va kompost faollashtirgichlari,Компосты и активаторы компостирования,Composts and compost activators
9932,Bogʻ uchun yoʻlaklar va toʻsiqlar,Садовые дорожки и ограждения,Garden paths and fences
9956,"Termosumkalar, izotermik konteynerlar","Термосумки, изотермические контейнеры","Thermal bags, isothermal containers"
9945,Issiqxonalar va dugalar,Теплицы и парники,Greenhouses and greenhouses
9913,O'quv adabiyoti,Учебная литература,Educational literature
9920,Bolalarga va ota-onalarga,Для детей и родителей,For children and parents
9938,Dushlar va qoʻl yuvgichlar,Душевые и умывальники,Showers and washbasins
9952,"Mangal, koptilni uchun panjaralar va aksessuarlar","Грили и аксессуары для барбекю, коптильни","Grills and accessories for barbecues, smokehouses"
9872,"Abituriyentlar, talabalar va aspirantlarga","Для абитуриентов, студентов и аспирантов","For applicants, students and postgraduates"
9877,Antik adabiyot,Древняя литература,Ancient literature
9879,Yoshlar va o'smirlar adabiyoti,Молодежная и подростковая литература,Youth and teenage literature
9870,Oʻquv-metodik adabiyoti,Учебно-методическая литература,Educational and methodological literature
9883,Nasr,Проза,Prose
9906,Detektivlar,Детективы,Detectives
9899,Fantastika,Вымысел,Fiction
9881,Pyesalar va dramaturgiya,Пьесы и драматургия,Plays and dramaturgy
9862,11-sinf,11 класс,11th grade
9874,Xorijiy tillarini oʻrganish,Изучение иностранных языков,Learning foreign languages
9868,Taʼlim dasturlari,Образовательные программы,Educational programs
9876,Badiiy adabiyot,Вымысел,Fiction
9860,10-sinf,10 класс,10th grade
9904,Fentezi,Фантастика,Fantasy
9891,"Qoʻrqinchli, trillerlar","Ужасы, триллеры","Horror, thrillers"
9864,YaDI,ПАМЯТЬ,MEMORY
9895,Jangarilar,Боевики,Militants
9885,Sheʼriyat,Поэзия,Poetry
9889,Folklor,Фольклор,Folklore
9866,Yakuniy test va YNI,Финальный тест и YNI,Final test and YNI
9902,Sarguzashtlar,Приключения,Adventures
9842,1-sinf,1-й класс,1st grade
9848,4-sinf,4 класс,4th grade
9810,Oʻz-oʻzini rivojlantirish,Саморазвитие,Self-development
9824,Yuridik adabiyot,Юридическая литература,Legal literature
9828,Sovgʻa nashrlari,Подарочные издания,Gift editions
9846,3-sinf,3-й класс,3rd grade
9829,Sovgʻa nashrlari,Подарочные издания,Gift editions
9818,Ezoterika va spiritizm,Эзотерика и спиритуализм,Esotericism and spiritualism
9820,"Ensiklopediyalar, maʼlumotnomalar","Энциклопедии, справочники","Encyclopedias, reference books"
9822,Hazil-mutoyiba,Юмор,Humor
9854,7-sinf,7 класс,7th grade
9858,9-sinf,9 класс,9th grade
9856,8-sinf,8 класс,8th grade
9836,Xristianlik,христианство,Christianity
9852,6-sinf,6 класс,6th grade
9832,Islоm,ислам,Islam
9850,5-sinf,5 класс,5th grade
9844,2-sinf,2-й класс,2nd grade
9831,Diniy kitoblar,Религиозные книги,Religious books
9770,Pazandachilik kitoblari,Кулинарные книги,Cookbooks
9808,"Sayohat, yoʻlboshchilar","Путешествия, гиды","Travel, guides"
9747,Kompyuter texnologiyalari,Компьютерные технологии,Computer technologies
9781,Ilmiy adabiyotlar,Научная литература,Scientific literature
9763,"Goʻzallik, salomatlik va sport","Красота, здоровье и спорт","Beauty, health and sports"
9795,Psixologiya,Психология,Psychology
9793,Ilmiy-ommabop adabiyot,Научно-популярная литература,Popular science literature
9772,Tibbiyot,Лекарство,Medicine
9707,Fransuz tili,французский язык,French language
9711,Xitoy tili,китайский язык,Chinese language
9719,Uy va xobbi,Дом и хобби,Home and hobby
9713,Manga,Манга,Manga
9696,Chet tillaridagi adabiyotlar,Литература на иностранных языках,Literature in foreign languages
9731,Sanʼat va madaniyat,Искусство и культура,Arts and culture
9717,"Aforizmlar, iqtiboslar, maqollar","Афоризмы, цитаты, пословицы","Aphorisms, quotes, proverbs"
9709,Boshqa tillar,Другие языки,Other languages
9714,Manga,Манга,Manga
9664,Oʻrgatuvchi adabiyotlar,Учебная литература,Educational literature
9681,Badiiy adabiyot,Вымысел,Fiction
9694,Taqvimlar,Календари,Calendars
9672,Bolalarning rivojlanishi,Развитие ребенка,Child development
9699,Italya tili,итальянский язык,Italian language
9701,Ingliz tili,английский язык,English language
9703,Ispan tili,испанский язык,Spanish language
9697,Nemis tili,немецкий язык,German language
9662,Komikslar,Комиксы,Comics
9691,"Jurnallar, gazetalar","Журналы, газеты","Magazines, newspapers"
9705,Arab tili,арабский язык,Arabic language
9693,Taqvimlar,Календари,Calendars
9690,"Jurnallar, gazetalar","Журналы, газеты","Magazines, newspapers"
9618,Sanoatlar,Отрасли промышленности,Industries
9648,Oʻquv adabiyoti,Учебная литература,Educational literature
9635,Nobadiiy adabiyot,Документальная литература,Nonfiction
9607,Biznes-adabiyot,Деловая литература,Business literature
9652,Bolalarga va ota-onalarga,Для детей и родителей,For children and parents
9624,Buxgalteriya hisobi va ish yuritish,Бухгалтерский учет и бухгалтерская отчетность,Accounting and bookkeeping
9650,Komikslar,Комиксы,Comics
9620,Koʻnikmalar,Навыки,Skills
9622,Moliya,Финансы,Finance
9627,Badiiy adabiyot,Вымысел,Fiction
9646,Manga,Манга,Manga
9626,Bukinistika,Бывшие в употреблении книги,Second-hand books
9608,Iqtisodiyot,Экономика,Economy
9616,Menejment va boshqaruv,Менеджмент и управление,Management and governance
9572,Amunitsiya,Боеприпасы,Ammunition
9605,Nobadiiy adabiyot,Документальная литература,Nonfiction
9574,Gruming,Уход,Grooming
9583,Ovqatlantirish tovoqchalari va tovoqcha tagliklari,Сервировочные тарелки и салфетки,Serving platters and placemats
9569,Itlarni tashish uchun aksessuarlar,Аксессуары для перевозки собак,Dog transport accessories
9610,Biznes taʼlimi va karyerani rivojlantirish,Бизнес-образование и развитие карьеры,Business education and career development
9601,Bolalarga va ota-onalarga,Для детей и родителей,For children and parents
9586,Matraslar va lejaklar,Матрасы и матрасы,Mattresses and mattresses
9614,Investitsiyalar va koʻchmas mulk,Инвестиции и недвижимость,Investments and real estate
9612,Marketing va sotish,Маркетинг и продажи,Marketing and sales
9576,Oʻyinchoqlar,Игрушки,Toys
9588,Itlar uchun kiyim va poyabzal,Одежда и обувь для собак,Clothes and shoes for dogs
9578,Ozuqa va Shirinliklar,Еда и сладости,Food and Sweets
9597,Itlar uchun hojatxonalar,Туалеты для собак,Toilets for dogs
9594,Itlarni oʻrgatish uchun mahsulotlar va amunitsiyalar,Товары и амуниция для дрессировки собак,Dog training products and ammunition
9564,Qishloq xoʻjaligi qushlari uchun,Для сельскохозяйственных птиц,For farm birds
9524,Gruming,Уход,Grooming
9532,Qushlar uchun ozuqalar va shirinliklar,Корм и лакомства для птиц,Bird food and treats
9558,Otlar uchun,Для лошадей,For horses
9548,Baliqlar va repitiliylar uchun,Для рыб и рептилий,For fish and reptiles
9555,Akvariumlar va aksessuarlar,Аквариумы и аксессуары,Aquariums and accessories
9549,Terrariumlar va aksessuarlar,Террариумы и аксессуары,Terrariums and accessories
9531,Qushlar uchun,Для птиц,For birds
9544,Choʻmilish kiyimlari va qum,Купальники и песок,Swimwear and sand
9551,Ovqat beradigan idishlar,Посуда для подачи еды,Food serving dishes
9540,"Ichirgichlar, oziqlantirgichlar","Поилки, кормушки","Drinkers, feeders"
9562,Tuxum uchun inkubatorlar,Инкубаторы для яиц,Incubators for eggs
9557,Qishloq xoʻjaligi hayvonlari uchun,Для сельскохозяйственных животных,For farm animals
9566,Sigirlar uchun,Для коров,For cows
9560,Echkilar va qoʻylar uchun,Для коз и овец,For goats and sheep
9542,Qushlar uylari va inlari,Скворечники и гнезда,Bird houses and nests
9536,Qafaslar va narvonlar,Клетки и лестницы,Cages and ladders
9528,Yuk tashish uchun mahsulotlar,Продукция для судоходства,Products for shipping
9526,Tuvaklar va toʻldiruvchilar,Одеяла и наполнители,Quilts and fillers
9553,Ozuqa,Еда,Food
9516,Tirnash ustunlari va oʻyin komplekslari,Надувные замки и игровые комплексы,Bouncy castles and play complexes
9479,Spreylar va hidni yoʻq qilish vositalari,Спреи и дезодоранты,Sprays and deodorizers
9512,Amunitsiya,Боеприпасы,Ammunition
9490,Qafaslar va uylar,Клетки и домики,Cages and houses
9504,Ozuqalar va shirinliklar,Еда и сладости,Food and sweets
9477,Vannalar va gulchelaklar,Ванны и цветочные горшки,Bathtubs and flower pots
9499,Tualet va toʻldiruvchilar,Туалеты и наполнители,Toilets and fillers
9518,Qafaslar va toʻsiqlar,Клетки и ограждения,Cages and barriers
9501,Oʻyinchoqlar,Игрушки,Toys
9487,"Kemiruvchilar uchun tovoqchalar, suv idishlari va ovqatlantirish idishlari","Миски, поилки и кормушки для грызунов","Dishes, water bowls, and feeding bowls for rodents"
9462,Gigiyena,Гигиена,Hygiene
9496,Kemiruvchilar uchun tashish moslamalari va boʻyinbogʻlar,Грызуны и ошейники,Rodents and collars
9493,Kemiruvchilar uchun kupalkalar va parvarishlash jihozlari,Клетки и оборудование для ухода за грызунами,Cages and care equipment for rodents
9481,Kemiruvchilar uchun,Для грызунов,For rodents
9514,Avtomatik oziqlantiruvchilar va suv ichiruvchilar,Автоматические кормушки и поилки,Automatic feeders and waterers
9520,Oʻyinchoqlar,Игрушки,Toys
9482,Kemiruvchilar uchun ozuqa va shirinliklar,Корм и лакомства для грызунов,Food and treats for rodents
9475,Pelyonkalar va tagliklar,Подгузники и пеленки,Diapers and diapers
9447,Burga va kanalarga qarshi vositalar,Средства от блох и клещей,Flea and tick remedies
9451,Suspenziyalar,Подвески,Suspensions
9442,Vetapteka,Ветеринарная аптека,Vet pharmacy
9453,Yoqalar va davolovchi boʻyinbogʻlar,Ошейники и терапевтические воротники,Collars and therapeutic collars
9445,Spreylar,Спреи,Sprays
9465,Hayvonlarni parvarish qilish vositalari,Средства по уходу за животными,Animal care products
9463,Hayvonlar uchun kosmetika,Косметика для животных,Cosmetics for animals
9460,Bintlar va bandajlar,Бинты и повязки,Bandages and bandages
9437,Sirkullar,Круги,Circles
9455,Hayvonlar uchun tabletkalar,Таблетки для животных,Tablets for animals
9457,Hayvonlar uchun tomchilar,Капли для животных,Drops for animals
9449,Pasta va gellar,Пасты и гели,Pastes and gels
9470,Gigiyena vositalari,Средства гигиены,Hygiene products
9439,Geometrik toʻplamlar,Геометрические множества,Geometric sets
9443,Hayvonlar uchun vitaminlar va qoʻshimchalar,Витамины и добавки для животных,Vitamins and supplements for animals
9394,Qalamlar uchun aksessuarlar va sarflov materiallari,Аксессуары и расходные материалы для ручек,Accessories and consumables for pens
9396,Flomasterlar,Фломастеры,Felt-tip pens
9390,Kanselyariya toʻplamlari,Канцелярские наборы,Stationery sets
9418,Globuslar,Глобусы,Globes
9435,Chizmachilik doskalari va kulmanlar,Чертежные доски и мелки,Drawing boards and chalks
9425,Gotovalnyalar,Кухонная утварь,Cooking utensils
9406,Ruchkalar uchun aksessuarlar va sarflov materiallari,Аксессуары и расходные материалы для ручек,Accessories and consumables for pens
9420,Kanselyariya toʻplamlari,Канцелярские наборы,Stationery sets
9416,Penallar,Штрафы,Penalties
9404,Qalam o'tkirlagichlar,Точилки для карандашей,Pencil sharpeners
9423,Transportirlar,Конвейеры,Conveyors
9392,Qalamlar,Карандаши,Pencils
9429,Chizmalar uchun tubuslar,Трубки для рисунков,Tubes for drawings
9408,Boʻrlar va pastellar,Мелки и пастель,Chalks and pastels
9411,Dunyo xaritasi,Карта мира,World map
9400,Pyerolar,Пьеро,Pierrots
9398,Oʻchirgichlar,Ластики,Erasers
9427,Reysfederlar,Гонки кормушек,Race feeders
9431,Burchaklar,Углы,Corners
9433,Chizgʻichlar,Линейки,Rulers
9385,Shtempel boʻyoqlar,Штамповые краски,Stamp paints
9354,Manzilli papkalar,Адресованные папки,Addressed folders
9375,Shtamplar,Марки,Stamps
9373,Shtamplar uchun osnastkalar va futlyarlar,Основания и футляры для марок,Stamp bases and cases
9362,Fayllar va ajratuvchilar,Файлы и разделители,Files and separators
9381,Daterlar,Датерс,Daters
9383,Kanselyariya muhrlari,Канцелярские пломбы,Stationery seals
9356,Pereplyot uchun jildlar,Папки для переплета,Folders for binding
9388,Markerlar,Маркеры,Markers
9368,Qogʻoz uchun papkalar,Папки для бумаги,Paper folders
9371,Numeratorlar,Числители,Numerators
9379,Shtampellar yostiqchalar,Штемпельные подушечки,Stamp pads
9364,Osma papkalar,Подвесные папки,Hanging folders
9358,Pereplyotlar uchun prujinalar,Пружины для соединения,Springs for interlinking
9360,Portfolio,Портфель,Portfolio
9366,Diplom uchun papkalar,Папки для дипломов,Diploma folders
9377,Kassalar,Кассовые аппараты,Cash registers
9320,Banknot hisoblagichlari va detektorlari,Счетчики и детекторы банкнот,Banknote counters and detectors
9350,Laminatsiya uchun plyonkalar,Пленки для ламинирования,Films for lamination
9343,Steplarlar va stepler oʻqlari,Степлеры и степлерные топоры,Staplers and stapler axes
9323,Qogʻoz uchun lotkalar va toʻplagichlar,Лотки и контейнеры для бумаги,Paper trays and bins
9341,Matn uchun korrektorlar,Корректоры текста,Proofreaders for text
9339,Skotch,Скотч,Scotch
9325,Beyjiklar va aksessuarlar,Значки и аксессуары,Badges and accessories
9352,Papka-planshetlar,Папки-планшеты,Folder-tablets
9337,Qogʻoz uchun savatlar,Бумажные корзины,Paper baskets
9333,Stol uchun gilamchalar,Коврики для стола,Table mats
9329,Teshkichlar,Дыроколы,Hole punches
9327,Qogʻoz uchun tutqichlar,Скрепки для бумаги,Paper clips
9312,Narx koʻrsatkichlar,Ценовые индикаторы,Price indicators
9347,Kanselyariya buyumlari,Канцелярские товары,Stationery
9335,Lupalar,Лупы,Magnifiers
9345,Yelim,Клей,Glue
9331,Kanselyariya qaychilari va pichoqlar,Канцелярские ножницы и ножи,Stationery scissors and knives
9318,Axborot qurilmalari,Информационные устройства,Information devices
9316,Etiket-pistoletlar,Пистолеты для этикеток,Label guns
9314,Ajratgichlar va Stellajlar,Разделители и полки,Dividers and Shelving
9286,Doska toʻplamlar va flipchartlar,Наборы досок и флипчарты,Whiteboard sets and flipcharts
9265,Rangli folga,Цветная фольга,Colored foil
9276,Flipchartlar,Флипчарты,Flipcharts
9298,Lazerli printerlar uchun kartridjlar,Картриджи для лазерных принтеров,Cartridges for laser printers
9300,Purkovchi printerlar uchun katrijlar,Картриджи для струйных принтеров,Cartridges for inkjet printers
9305,Darsliklar uchun podstavkalar,Подставки для учебников,Bookends for textbooks
9263,Mehnat daftarchasi,Рабочая тетрадь,Workbook
9270,Boʻr bilan yozish uchun doskalar,Доски,Chalkboards
9288,Koʻrsatish tayoqchasi,Указательный джойстик,Pointing stick
9303,Qalamlar va ruchkalar uchun tagliklar,Пеналы и пеналы,Pen and pencil cases
9267,Foto qogʻoz,Фотобумага,Photo paper
9280,Poʻkak doskalar,Пробковые доски,Cork boards
9291,Choʻntak kalkulyatorlari,Карманные калькуляторы,Pocket calculators
9282,Doska oʻchirgichlar,Ластики для белой доски,Whiteboard erasers
9295,Muhandislik kalkulyatorlari,Инженерные калькуляторы,Engineering calculators
9293,Ish stoli kalkulyatorlari,Настольные калькуляторы,Desktop calculators
9307,Tashrif qogʻozi karmonlari uchun almashtirish bloklari,Сменные блоки для визитниц,Replacement blocks for business card holders
9309,Ish stoli tashrif qogʻozlari,Настольные визитки,Desktop business cards
9284,Doska uchun magnitlar,Магниты для доски,Magnets for whiteboard
9272,Marker doskalari,Маркерные доски,Marker boards
9274,Magnit doskalar,Магнитные доски,Magnetic boards
9278,Marker va boʻr taxtalari,Маркеры и меловые доски,Markers and chalk boards
9251,Daftarlar,Блокноты,Notebooks
9229,Planinglar,Планирование,Planning
9246,Stiker va qaydlar uchun qogʻozlar,Наклейки и блокноты,Stickers and notepads
9239,"Oʻzi yopishadigan plyonka, nakleykalar va yorliqlar","Самоклеящаяся пленка, наклейки и этикетки","Self-adhesive film, stickers and labels"
9237,Hisob-kitob kitoblari,Бухгалтерские книги,Account books
9249,Telefon kitoblari,Телефонные книги,Phone books
9233,Tilaklar kitoblar,Книги желаний,Wishes books
9227,Pochta qutilari,Почтовые ящики,Mailboxes
9235,Konvertlar,Конверты,Envelopes
9260,"Mehnat va tibbiy kitoblar, sertifikatlar","Трудовые и медицинские книжки, справки","Labor and medical books, certificates"
9231,Sinf jurnallari,Классные журналы,Class journals
9198,Faks uchun qogʻoz,Бумага для факса,Fax paper
9210,Nusxa koʻchirish qogʻozi,Копировальная бумага,Copy paper
9220,Taqvimlar,Календари,Calendars
9196,Chop etish uchun qogʻoz,Бумага для печати,Printing paper
9194,Gazeta qog'oz,Газетная бумага,Newsprint
9212,Kundaliklar,Дневники,Diaries
9206,Rangli qogʻoz,Цветная бумага,Colored paper
9222,Karton,Картон,Cardboard
9204,Millimetrli qogʻoz,Миллиметровая бумага,Graph paper
9200,Flipchart uchun qogʻoz,Бумага для флипчарта,Flipchart paper
9215,"Haftaliklar va kundaliklar, planerlar","Еженедельники и ежедневники, планировщики","Weekly and diaries, planners"
9202,Katta formatli qogʻoz,Бумага большого формата,Large format paper
9208,Chizmachilik va rassomchilik uchun qogʻoz,Бумага для рисования и живописи,Paper for drawing and painting
9172,Universal tozalash vositasi,Универсальное чистящее средство,Universal cleaner
9176,Oshxona uchun vositalar,Кухонные принадлежности,Kitchen tools
9170,Tiqilib qolishga qarshi vositalar,"Агенты, препятствующие засорению",Anti-clogging agents
9182,Anketalar va shaxsiy kundaliklar,Анкеты и личные дневники,Questionnaires and personal diaries
9166,Vanna va hojatxona uchun vositalar,Принадлежности для ванной и туалета,Bath and toilet supplies
9162,Oynalarni tozalash uchun vositalar,Средства для мытья окон,Window cleaning products
9185,"Blankalar, vizitkalar va sertifikatlar","Бланки, визитки и сертификаты","Letterheads, business cards and certificates"
9191,Bloknotlar va yozuv daftarlari,Блокноты и тетради,Notepads and notebooks
9180,Chizish uchun albomlar,Альбомы для рисования,Albums for drawing
9164,Mebel va polni parvarishlash uchun vositalar,Средства по уходу за мебелью и полом,Furniture and floor care products
9174,Maxsus tozalash vositalari,Специальные чистящие средства,Special cleaning products
9147,Poyabzal uchun boʻyoq,Крем для обуви,Shoe polish
9142,Insektitsidlar,Инсектициды,Insecticides
9134,Maishiy texnika parvarishi uchun vositalar,Средства по уходу за бытовой техникой,Household appliance care products
9132,Kir yuvish uchun gel va suyuqliklar,Гели и жидкости для стирки,Laundry gels and liquids
9146,Poyabzallarni parvarish qilish uchun vositalar,Средства по уходу за обувью,Shoe care products
9157,Poyabzal uchun dezodorantlar,Дезодоранты для обуви,Deodorants for shoes
